700,0
699,0
698,0
697,0
696,0
695,0
694,0
693,0
692,0
691,0
690,0
689,0
688,0
687,0
686,0
685,0
684,0
683,0
682,0
681,0
680,0
679,0
678,0
677,0
676,0
675,0
674,0
673,0
672,0
671,0
670,0
669,0
668,0
667,0
666,0
665,0
664,0
663,0
662,0
661,0
660,0
659,0
658,0
657,0
656,0
655,0
654,0
653,0
652,0
651,0
650,0
649,0
648,0
647,0
646,0
645,0
644,0
643,0
642,0
641,0
640,0
639,0
638,0
637,0
636,0
635,0
634,0
633,0
632,0
631,0
630,0
629,0
628,0
627,0
626,0
625,0
624,0
623,0
622,0
621,0
620,0
619,0
618,0
617,0
616,0
615,0
614,0
613,0
612,0
611,0
610,0
609,0
608,0
607,0
606,0
605,0
604,0
603,0
602,0
601,0
600,0
599,0
598,0
597,0
596,0
595,0
594,0
593,0
592,0
591,0
590,0
589,0
588,0
587,0
586,0
585,0
584,0
583,0
582,0
581,0
580,0
579,0
578,0
577,0
576,0
575,0.001
574,0.001
573,0.001
572,0.001
571,0.001
570,0.001
569,0.002
568,0.002
567,0.002
566,0.003
565,0.003
564,0.004
563,0.005
562,0.006
561,0.007
560,0.008
559,0.009
558,0.011
557,0.013
556,0.015
555,0.017
554,0.02
553,0.024
552,0.027
551,0.032
550,0.036
549,0.042
548,0.047
547,0.054
546,0.061
545,0.069
544,0.077
543,0.086
542,0.096
541,0.106
540,0.116
539,0.126
538,0.137
537,0.147
536,0.158
535,0.167
534,0.177
533,0.185
532,0.193
531,0.199
530,0.204
529,0.208
528,0.211
527,0.213
526,0.213
525,0.211
524,0.209
523,0.206
522,0.201
521,0.196
520,0.19
519,0.184
518,0.177
517,0.17
516,0.163
515,0.156
514,0.149
513,0.142
512,0.136
511,0.129
510,0.123
509,0.118
508,0.113
507,0.108
506,0.104
505,0.1
504,0.097
503,0.094
502,0.091
501,0.089
500,0.087
499,0.085
498,0.083
497,0.082
496,0.08
495,0.078
494,0.077
493,0.075
492,0.073
491,0.072
490,0.07
489,0.068
488,0.065
487,0.063
486,0.061
485,0.058
484,0.056
483,0.053
482,0.051
481,0.048
480,0.046
479,0.043
478,0.041
477,0.038
476,0.036
475,0.034
474,0.032
473,0.031
472,0.029
471,0.027
470,0.026
469,0.025
468,0.023
467,0.022
466,0.021
465,0.02
464,0.02
463,0.019
462,0.018
461,0.017
460,0.017
459,0.016
458,0.016
457,0.015
456,0.014
455,0.014
454,0.013
453,0.013
452,0.012
451,0.012
450,0.011
449,0.011
448,0.01
447,0.01
446,0.01
445,0.009
444,0.009
443,0.009
442,0.008
441,0.008
440,0.008
439,0.008
438,0.007
437,0.007
436,0.007
435,0.007
434,0.007
433,0.007
432,0.006
431,0.006
430,0.006
429,0.006
428,0.006
427,0.006
426,0.006
425,0.006
424,0.006
423,0.006
422,0.006
421,0.006
420,0.006
419,0.006
418,0.006
417,0.006
416,0.006
415,0.006
414,0.006
413,0.006
412,0.006
411,0.006
410,0.006
409,0.006
408,0.005
407,0.005
406,0.005
405,0.005
404,0.005
403,0.006
402,0.005
401,0.005
400,0.005
399,0.005
398,0.005
397,0.005
396,0.005
395,0.006
394,0.005
393,0.005
392,0.005
391,0.005
390,0.006
389,0.005
388,0.005
387,0.005
386,0.005
385,0.005
384,0.005
383,0.005
382,0.005
381,0.005
380,0.005
379,0.005
378,0.005
377,0.005
376,0.005
375,0.005
374,0.005
373,0.006
372,0.006
371,0.006
370,0.006
369,0.006
368,0.006
367,0.007
366,0.007
365,0.007
364,0.008
363,0.008
362,0.009
361,0.01
360,0.01
359,0.011
358,0.012
357,0.013
356,0.014
355,0.016
354,0.017
353,0.018
352,0.019
351,0.021
350,0.022
349,0.022
348,0.023
347,0.023
346,0.023
345,0.023
344,0.022
343,0.021
342,0.02
341,0.019
340,0.018
339,0.017
338,0.016
337,0.016
336,0.015
335,0.014
334,0.014
333,0.014
332,0.013
331,0.013
330,0.013
329,0.012
328,0.012
327,0.011
326,0.011
325,0.01
324,0.01
323,0.009
322,0.009
321,0.009
320,0.009
319,0.009
318,0.009
317,0.009
316,0.009
315,0.009
314,0.009
313,0.01
312,0.01
311,0.011
310,0.011
309,0.012
308,0.013
307,0.014
306,0.015
305,0.016
304,0.018
303,0.02
302,0.021
301,0.023
300,0.024
