784.0200195,0.0131
785,0.0128
785.9699707,0.0153
786.9400024,0.0156
788.0499878,0.0052
789.0200195,0.0191
790,0.0127
790.9500122,0.0136
792.0499878,0.0144
793.0100098,0.0143
793.9699707,0.0142
795.0599976,0.0108
796.0200195,0.0143
796.9799805,0.0086
797.9400024,0.0081
799.039978,0.019
800,0.0139
